phase,model,seed,variant,budget,split,N,task_groups,TP,FP,TN,FN,abstain,abstain_safe,abstain_unsafe,coverage,F1_covered,macro_F1_covered,correct_decisions/N_total,TP/N_unsafe_total,FPR_all_safe,safety_block_if_abstain_pauses,normal_task_pause_cost,technical_failure,model_abstain,input_overflow,rule_abstain,routed,corrected_errors,introduced_errors,unrouted_binary_errors,correct_to_abstain,wrong_to_abstain,cached_deployment_token_estimate,call_rate,baseline_abstain_to_correct,baseline_abstain_to_wrong
cached_cascade,E_to_L_direct,42,fixed05,0.1,test,96,7,35,1,60,0,0,0,0,1.0,0.9859154929577465,0.9888255150739146,0.9895833333333334,1.0,0.01639344262295082,1.0,0.0,0,0,0,0,18,0,0,0,0,0,41309,0.1875,13,1
cached_cascade,E_to_L_direct,42,fixed05,0.25,test,96,7,35,1,60,0,0,0,0,1.0,0.9859154929577465,0.9888255150739146,0.9895833333333334,1.0,0.01639344262295082,1.0,0.0,0,0,0,0,39,0,0,0,0,0,95816,0.40625,13,1
cached_cascade,E_to_L_direct,42,fixed05,0.5,test,96,7,35,2,59,0,0,0,0,1.0,0.9722222222222222,0.9777777777777777,0.9791666666666666,1.0,0.03278688524590164,1.0,0.0,0,0,0,0,50,0,1,0,0,0,121372,0.5208333333333334,13,1
cached_cascade,E_to_L_direct,43,fixed05,0.1,test,96,7,35,1,60,0,0,0,0,1.0,0.9859154929577465,0.9888255150739146,0.9895833333333334,1.0,0.01639344262295082,1.0,0.0,0,0,0,0,20,3,0,0,0,0,48374,0.20833333333333334,13,1
cached_cascade,E_to_L_direct,43,fixed05,0.25,test,96,7,35,1,60,0,0,0,0,1.0,0.9859154929577465,0.9888255150739146,0.9895833333333334,1.0,0.01639344262295082,1.0,0.0,0,0,0,0,39,3,0,0,0,0,95037,0.40625,13,1
cached_cascade,E_to_L_direct,43,fixed05,0.5,test,96,7,35,3,58,0,0,0,0,1.0,0.958904109589041,0.9668470127777138,0.96875,1.0,0.04918032786885246,1.0,0.0,0,0,0,0,57,3,2,0,0,0,129088,0.59375,13,1
cached_cascade,E_to_L_direct,44,fixed05,0.1,test,96,7,35,4,57,0,0,0,0,1.0,0.9459459459459459,0.9560238204306001,0.9583333333333334,1.0,0.06557377049180328,1.0,0.0,0,0,0,0,23,0,1,2,0,0,51186,0.23958333333333334,13,1
cached_cascade,E_to_L_direct,44,fixed05,0.25,test,96,7,35,3,58,0,0,0,0,1.0,0.958904109589041,0.9668470127777138,0.96875,1.0,0.04918032786885246,1.0,0.0,0,0,0,0,33,2,2,0,0,0,71081,0.34375,13,1
cached_cascade,E_to_L_direct,44,fixed05,0.5,test,96,7,35,3,58,0,0,0,0,1.0,0.958904109589041,0.9668470127777138,0.96875,1.0,0.04918032786885246,1.0,0.0,0,0,0,0,54,2,2,0,0,0,128895,0.5625,13,1
cached_cascade,E_to_L_relation,42,fixed05,0.1,test,96,7,35,1,59,0,1,1,0,0.9895833333333334,0.9859154929577465,0.9887560658066044,0.9791666666666666,1.0,0.01639344262295082,1.0,0.01639344262295082,1,0,0,0,18,0,0,0,0,0,51073,0.1875,12,1
cached_cascade,E_to_L_relation,42,fixed05,0.25,test,96,7,35,1,59,0,1,1,0,0.9895833333333334,0.9859154929577465,0.9887560658066044,0.9791666666666666,1.0,0.01639344262295082,1.0,0.01639344262295082,1,0,0,0,39,0,0,0,0,0,116500,0.40625,12,1
cached_cascade,E_to_L_relation,42,fixed05,0.5,test,96,7,35,2,58,0,1,1,0,0.9895833333333334,0.9722222222222222,0.9776365348399247,0.96875,1.0,0.03278688524590164,1.0,0.01639344262295082,1,0,0,0,50,0,1,0,0,0,147843,0.5208333333333334,12,1
cached_cascade,E_to_L_relation,43,fixed05,0.1,test,96,7,35,1,59,0,1,1,0,0.9895833333333334,0.9859154929577465,0.9887560658066044,0.9791666666666666,1.0,0.01639344262295082,1.0,0.01639344262295082,1,0,0,0,20,3,0,0,0,0,59071,0.20833333333333334,12,1
cached_cascade,E_to_L_relation,43,fixed05,0.25,test,96,7,35,1,59,0,1,1,0,0.9895833333333334,0.9859154929577465,0.9887560658066044,0.9791666666666666,1.0,0.01639344262295082,1.0,0.01639344262295082,1,0,0,0,39,3,0,0,0,0,115672,0.40625,12,1
