cohort,domain,seed,arm,gate,budget,random_repetitions,correct,abstain,N_unsafe,N_safe,TP,TN,FP,FN,abstain_unsafe,abstain_safe,routed,S_fit_N,S_overflow_N,S_fit_wrong_to_correct,S_fit_correct_to_wrong,S_fit_correct_to_abstain,S_fit_wrong_to_abstain,S_fit_unrouted_errors,S_fit_correct,S_overflow_recovery_correct,S_overflow_recovery_wrong,S_overflow_final_abstain,S_overflow_unrouted,abstain_input_overflow,abstain_technical,abstain_model,abstain_rule_unsupported,abstain_rule_unresolved,N,task_groups,correct_over_N,coverage,unsafe_recall_all,unsafe_recall_covered,FPR_all,FPR_covered,actual_call_rate,deployment_calls,route_rate,routed_input_tokens,routed_output_tokens,group_macro_correct_over_N,binary_net_correction,safe_disruption_count,safe_disruption_rate,unrouted_unsafe_false_allows,safe_abstain_model,safe_abstain_technical,safe_abstain_input_overflow,unsafe_abstain_model,unsafe_abstain_technical,unsafe_abstain_input_overflow,correct_random_sd,abstain_random_sd,N_unsafe_random_sd,N_safe_random_sd,TP_random_sd,TN_random_sd,FP_random_sd,FN_random_sd,abstain_unsafe_random_sd,abstain_safe_random_sd,routed_random_sd,S_fit_N_random_sd,S_overflow_N_random_sd,S_fit_wrong_to_correct_random_sd,S_fit_correct_to_wrong_random_sd,S_fit_correct_to_abstain_random_sd,S_fit_wrong_to_abstain_random_sd,S_fit_unrouted_errors_random_sd,S_fit_correct_random_sd,S_overflow_recovery_correct_random_sd,S_overflow_recovery_wrong_random_sd,S_overflow_final_abstain_random_sd,S_overflow_unrouted_random_sd,abstain_input_overflow_random_sd,abstain_technical_random_sd,abstain_model_random_sd,abstain_rule_unsupported_random_sd,abstain_rule_unresolved_random_sd,N_random_sd,task_groups_random_sd,correct_over_N_random_sd,coverage_random_sd,unsafe_recall_all_random_sd,unsafe_recall_covered_random_sd,FPR_all_random_sd,FPR_covered_random_sd,actual_call_rate_random_sd,deployment_calls_random_sd,route_rate_random_sd,routed_input_tokens_random_sd,routed_output_tokens_random_sd,group_macro_correct_over_N_random_sd,binary_net_correction_random_sd,safe_disruption_count_random_sd,safe_disruption_rate_random_sd,unrouted_unsafe_false_allows_random_sd,safe_abstain_model_random_sd,safe_abstain_technical_random_sd,safe_abstain_input_overflow_random_sd,unsafe_abstain_model_random_sd,unsafe_abstain_technical_random_sd,unsafe_abstain_input_overflow_random_sd
old_test_800,slack,42,L_relation,G_uncertainty,0.5,0,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,18045,3946,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,workspace,42,L_relation,G_uncertainty,0.5,0,81,1,32,52,32,49,2,0,0,1,41,70,14,0,1,0,0,0,69,12,1,1,0,0,1,0,0,0,84,6,0.9642857142857143,0.9880952380952381,1.0,1.0,0.038461538461538464,0.0392156862745098,0.4880952380952381,41,0.4880952380952381,107410,18442,0.9641636141636142,-1,3,0.057692307692307696,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,combined,42,L_relation,G_random,0.5,20,93.75,1,35,61,35,58.75,1.25,0,0,1,50,82,14,0,0.25,0,0,0,81.75,12,1,1,0,0,1,0,0,0,96,7,0.9765625,0.9895833333333334,1.0,1.0,0.020491803278688527,0.020833333333333332,0.5208333333333334,50,0.5208333333333334,100579.45,20665.55,0.9769361590790162,-0.25,2.25,0.036885245901639344,0,0,1,0,0,0,0,0.44426165831931924,0.0,0.0,0.0,0.0,0.44426165831931924,0.44426165831931924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44426165831931924,0.0,0.0,0.0,0.44426165831931924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004627725607492893,0.0,0.0,0.0,0.007282978005234742,0.007404360971988654,0.0,0.0,0.0,3710.128774541958,256.31343374039034,0.004533282227748112,0.44426165831931924,0.44426165831931924,0.007282978005234741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
old_test_800,slack,42,L_relation,G_random,0.5,20,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,15737.2,3811.7,1.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.6095827033347,47.195115715171426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
old_test_800,workspace,42,L_relation,G_random,0.5,20,81.75,1,32,52,32,49.75,1.25,0,0,1,41,70,14,0,0.25,0,0,0,69.75,12,1,1,0,0,1,0,0,0,84,6,0.9732142857142857,0.9880952380952381,1.0,1.0,0.02403846153846154,0.024509803921568627,0.4880952380952381,41,0.4880952380952381,84842.25,16853.85,0.9730921855921856,-0.25,2.25,0.04326923076923077,0,0,1,0,0,0,0,0.44426165831931924,0.0,0.0,0.0,0.0,0.44426165831931924,0.44426165831931924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44426165831931924,0.0,0.0,0.0,0.44426165831931924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005288829265706163,0.0,0.0,0.0,0.008543493429217678,0.008711012908221946,0.0,0.0,0.0,3642.29311625751,256.63865135326176,0.005288829265706163,0.44426165831931924,0.44426165831931924,0.008543493429217678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
old_test_800,combined,43,,E_only,,0,79,14,35,61,25,54,3,0,10,4,0,82,14,0,0,0,0,3,79,0,0,14,14,14,0,0,0,0,96,7,0.8229166666666666,0.8541666666666666,0.7142857142857143,1.0,0.04918032786885246,0.05263157894736842,0.0,0,0.0,0,0,0.828152799581371,0,7,0.11475409836065574,0,0,0,4,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,slack,43,,E_only,,0,12,0,3,9,3,9,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,workspace,43,,E_only,,0,67,14,32,52,22,45,3,0,10,4,0,70,14,0,0,0,0,3,67,0,0,14,14,14,0,0,0,0,84,6,0.7976190476190477,0.8333333333333334,0.6875,1.0,0.057692307692307696,0.0625,0.0,0,0.0,0,0,0.7995115995115996,0,7,0.1346153846153846,0,0,0,4,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,combined,43,L_relation,G_overflow,,0,91,1,35,61,35,56,4,0,0,1,14,82,14,0,0,0,0,3,79,12,1,1,0,0,1,0,0,0,96,7,0.9479166666666666,0.9895833333333334,1.0,1.0,0.06557377049180328,0.06666666666666667,0.14583333333333334,14,0.14583333333333334,34890,6427,0.9488749345892203,0,5,0.08196721311475409,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,slack,43,L_relation,G_overflow,,0,12,0,3,9,3,9,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,workspace,43,L_relation,G_overflow,,0,79,1,32,52,32,47,4,0,0,1,14,70,14,0,0,0,0,3,67,12,1,1,0,0,1,0,0,0,84,6,0.9404761904761905,0.9880952380952381,1.0,1.0,0.07692307692307693,0.0784313725490196,0.16666666666666666,14,0.16666666666666666,34890,6427,0.9403540903540903,0,5,0.09615384615384616,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,combined,43,L_relation,L_all,,0,93,1,35,61,35,58,2,0,0,1,96,82,14,3,1,0,0,0,81,12,1,1,0,0,1,0,0,0,96,7,0.96875,0.9895833333333334,1.0,1.0,0.03278688524590164,0.03333333333333333,1.0,96,1.0,186316,38626,0.9692830978545265,2,3,0.04918032786885246,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,slack,43,L_relation,L_all,,0,12,0,3,9,3,9,0,0,0,0,12,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,12,1.0,20760,5078,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,workspace,43,L_relation,L_all,,0,81,1,32,52,32,49,2,0,0,1,84,70,14,3,1,0,0,0,69,12,1,1,0,0,1,0,0,0,84,6,0.9642857142857143,0.9880952380952381,1.0,1.0,0.038461538461538464,0.0392156862745098,1.0,84,1.0,165556,33548,0.9641636141636142,2,3,0.057692307692307696,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,combined,43,L_relation,G_uncertainty,0.5,0,93,1,35,61,35,58,2,0,0,1,57,82,14,3,1,0,0,0,81,12,1,1,0,0,1,0,0,0,96,7,0.96875,0.9895833333333334,1.0,1.0,0.03278688524590164,0.03333333333333333,0.59375,57,0.59375,133866,24982,0.9692830978545265,2,3,0.04918032786885246,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,slack,43,L_relation,G_uncertainty,0.5,0,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,17167,3941,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,workspace,43,L_relation,G_uncertainty,0.5,0,81,1,32,52,32,49,2,0,0,1,48,70,14,3,1,0,0,0,69,12,1,1,0,0,1,0,0,0,84,6,0.9642857142857143,0.9880952380952381,1.0,1.0,0.038461538461538464,0.0392156862745098,0.5714285714285714,48,0.5714285714285714,116699,21041,0.9641636141636142,2,3,0.057692307692307696,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,combined,43,L_relation,G_random,0.5,20,92,1,35,61,35,57,3,0,0,1,57,82,14,1.45,0.45,0,0,1.55,80,12,1,1,0,0,1,0,0,0,96,7,0.9583333333333334,0.9895833333333334,1.0,1.0,0.04918032786885246,0.05,0.59375,57,0.59375,113599,23409.95,0.9590790162218734,1,4,0.06557377049180328,0,0,1,0,0,0,0,0.9176629354822471,0.0,0.0,0.0,0.0,0.9176629354822471,0.9176629354822471,0.0,0.0,0.0,0.0,0.0,0.0,0.9445132413883327,0.5104177855340404,0.0,0.0,0.9445132413883327,0.9176629354822471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009558988911273417,0.0,0.0,0.0,0.015043654680036836,0.015294382258037451,0.0,0.0,0.0,3665.7551817642675,249.0213423531574,0.009363907504920898,0.9176629354822471,0.9176629354822471,0.015043654680036836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
old_test_800,slack,43,L_relation,G_random,0.5,20,12,0,3,9,3,9,0,0,0,0,9,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.75,9,0.75,15737.2,3811.7,1.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.6095827033347,47.195115715171426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
old_test_800,workspace,43,L_relation,G_random,0.5,20,80,1,32,52,32,48,3,0,0,1,48,70,14,1.45,0.45,0,0,1.55,68,12,1,1,0,0,1,0,0,0,84,6,0.9523809523809523,0.9880952380952381,1.0,1.0,0.057692307692307696,0.058823529411764705,0.5714285714285714,48,0.5714285714285714,97861.8,19598.25,0.9522588522588523,1,4,0.07692307692307693,0,0,1,0,0,0,0,0.9176629354822471,0.0,0.0,0.0,0.0,0.9176629354822471,0.9176629354822471,0.0,0.0,0.0,0.0,0.0,0.0,0.9445132413883327,0.5104177855340404,0.0,0.0,0.9445132413883327,0.9176629354822471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010924558755741042,0.0,0.0,0.0,0.017647364143889368,0.017993390891808767,0.0,0.0,0.0,3642.7252608885824,249.62917234211736,0.010924558755741042,0.9176629354822471,0.9176629354822471,0.017647364143889368,0.0,0.0,0.0,0.0,0.0,0.0,0.0
old_test_800,combined,44,,E_only,,0,80,14,35,61,25,55,2,0,10,4,0,82,14,0,0,0,0,2,80,0,0,14,14,14,0,0,0,0,96,7,0.8333333333333334,0.8541666666666666,0.7142857142857143,1.0,0.03278688524590164,0.03508771929824561,0.0,0,0.0,0,0,0.8383568812140241,0,6,0.09836065573770492,0,0,0,4,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,slack,44,,E_only,,0,12,0,3,9,3,9,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,workspace,44,,E_only,,0,68,14,32,52,22,46,2,0,10,4,0,70,14,0,0,0,0,2,68,0,0,14,14,14,0,0,0,0,84,6,0.8095238095238095,0.8333333333333334,0.6875,1.0,0.038461538461538464,0.041666666666666664,0.0,0,0.0,0,0,0.8114163614163614,0,6,0.11538461538461539,0,0,0,4,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,combined,44,L_relation,G_overflow,,0,92,1,35,61,35,57,3,0,0,1,14,82,14,0,0,0,0,2,80,12,1,1,0,0,1,0,0,0,96,7,0.9583333333333334,0.9895833333333334,1.0,1.0,0.04918032786885246,0.05,0.14583333333333334,14,0.14583333333333334,34890,6427,0.9590790162218734,0,4,0.06557377049180328,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,slack,44,L_relation,G_overflow,,0,12,0,3,9,3,9,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,0,0,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,workspace,44,L_relation,G_overflow,,0,80,1,32,52,32,48,3,0,0,1,14,70,14,0,0,0,0,2,68,12,1,1,0,0,1,0,0,0,84,6,0.9523809523809523,0.9880952380952381,1.0,1.0,0.057692307692307696,0.058823529411764705,0.16666666666666666,14,0.16666666666666666,34890,6427,0.9522588522588522,0,4,0.07692307692307693,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,combined,44,L_relation,L_all,,0,93,1,35,61,35,58,2,0,0,1,96,82,14,2,1,0,0,0,81,12,1,1,0,0,1,0,0,0,96,7,0.96875,0.9895833333333334,1.0,1.0,0.03278688524590164,0.03333333333333333,1.0,96,1.0,186316,38626,0.9692830978545265,1,3,0.04918032786885246,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,slack,44,L_relation,L_all,,0,12,0,3,9,3,9,0,0,0,0,12,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,12,1.0,20760,5078,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,workspace,44,L_relation,L_all,,0,81,1,32,52,32,49,2,0,0,1,84,70,14,2,1,0,0,0,69,12,1,1,0,0,1,0,0,0,84,6,0.9642857142857143,0.9880952380952381,1.0,1.0,0.038461538461538464,0.0392156862745098,1.0,84,1.0,165556,33548,0.9641636141636142,1,3,0.057692307692307696,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,combined,44,L_relation,G_uncertainty,0.5,0,93,1,35,61,35,58,2,0,0,1,54,82,14,2,1,0,0,0,81,12,1,1,0,0,1,0,0,0,96,7,0.96875,0.9895833333333334,1.0,1.0,0.03278688524590164,0.03333333333333333,0.5625,54,0.5625,133325,24047,0.9692830978545265,1,3,0.04918032786885246,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,slack,44,L_relation,G_uncertainty,0.5,0,12,0,3,9,3,9,0,0,0,0,8,12,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,1,1.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666,8,0.6666666666666666,16888,3527,1.0,0,0,0.0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,workspace,44,L_relation,G_uncertainty,0.5,0,81,1,32,52,32,49,2,0,0,1,46,70,14,2,1,0,0,0,69,12,1,1,0,0,1,0,0,0,84,6,0.9642857142857143,0.9880952380952381,1.0,1.0,0.038461538461538464,0.0392156862745098,0.5476190476190477,46,0.5476190476190477,116437,20520,0.9641636141636142,1,3,0.057692307692307696,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
old_test_800,combined,44,L_relation,G_random,0.5,20,92.45,1,35,61,35,57.45,2.55,0,0,1,54,82,14,0.9,0.45,0,0,1.1,80.45,12,1,1,0,0,1,0,0,0,96,7,0.9630208333333333,0.9895833333333334,1.0,1.0,0.04180327868852459,0.0425,0.5625,54,0.5625,107517.65,22191,0.9636708529565673,0.45,3.55,0.05819672131147541,0,0,1,0,0,0,0,0.8870412083230169,0.0,0.0,0.0,0.0,0.8870412083230169,0.8870412083230169,0.0,0.0,0.0,0.0,0.0,0.0,0.6407232755171874,0.5104177855340404,0.0,0.0,0.6407232755171874,0.8870412083230169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009240012586698088,0.0,0.0,0.0,0.014541659152836343,0.01478402013871695,0.0,0.0,0.0,3680.584382590409,293.13334490422073,0.009051440901255264,0.8870412083230169,0.8870412083230169,0.014541659152836343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
